0.50000	20000	4	27339.92	0.4	24.16666667	0.066666667	1.433333333	20.66666	
0.56667	20000	4	14070.58	0.466666667	23.66666667	0.033333333	0.933333333	19.40000	
0.60000	20000	6	25384.23	0.433333333	26	0.033333333	1.433333333	20.53333	
0.56667	20000	6	19440.93	0.5	28	0	1.3	26.06666	
0.60000	20000	8	18927.36	0.533333333	25	0	2.2	23.86666	
0.50000	20000	8	23267.93	0.566666667	26.66666667	0	1.466666667	25.33333	
0.60000	40000	4	11574.58	0.4	23.5	0.1	3.8	18.20000	
0.56667	40000	4	13609.40	0.5	24.5	0.033333333	1.2	17.53333	
0.50000	40000	6	15802.15	0.566666667	26.5	0	0.966666667	15.93333	
0.66667	40000	6	15949.52	0.466666667	25.66666667	0	1.833333333	20.99999	
0.53333	40000	8	19310.37	0.366666667	25.33333333	0	2.666666667	20.06666	
0.53333	40000	8	20750.71	0.466666667	24.33333333	0.033333333	2.033333333	21.53333	
0.66667	60000	4	14110.39	0.433333333	25.66666667	0.066666667	3.166666667	22.86666	
0.50000	60000	4	12546.24	0.566666667	26.33333333	0	0.933333333	18.19999	
0.56667	60000	6	15593.78	0.533333333	27.83333333	0.033333333	0.7	26.26666	
0.60000	60000	6	15394.30	0.5	25.66666667	0	1.6	22.13333	
0.60000	60000	8	18642.36	0.466666667	25.83333333	0	0.633333333	23.93333	
0.56667	60000	8	18541.29	0.533333333	26	0	2.233333333	22.39999	
0.93333	20000	4	14597.34	0.633333333	36	0.1	2.966666667	20.86666	
0.86667	20000	4	14666.80	0.866666667	42	0.333333333	10.03333333	28.53332	
0.93333	20000	6	19247.07	0.633333333	38	0.166666667	9.6	22.66666	
0.93333	20000	6	17354.19	0.733333333	38.16666667	0.2	3.533333333	25.46666	
1.03333	20000	8	21740.99	0.8	41.83333333	0.266666667	5.133333333	26.39999	
1.03333	20000	8	22966.71	0.866666667	42.33333333	0.133333333	6	28.66666	
1.06667	40000	4	13535.36	0.866666667	41.83333333	0.166666667	7.366666667	30.13332	
0.90000	40000	4	14478.27	0.866666667	43.83333333	0.266666667	6.533333333	28.99999	
0.90000	40000	6	18120.50	0.8	40.33333333	0.066666667	1.533333333	31.39999	
1.06667	40000	6	17481.63	0.866666667	40.33333333	0.333333333	6.8	25.53333	
1.06667	40000	8	21452.74	0.8	46	0.133333333	9.633333333	29.19998	
0.86667	40000	8	22524.32	0.833333333	46	0.1	7.5	30.79999	
1.00000	60000	4	14536.71	0.866666667	46.16666667	0.133333333	8.8	23.46665	
1.06667	60000	4	14176.69	0.9	42.33333333	0.1	5.233333333	27.06666	
1.10000	60000	6	16450.54	0.8	41.66666667	0.166666667	4.333333333	26.46666	
1.03333	60000	6	17684.98	0.866666667	43.16666667	0	2.733333333	25.53333	
0.93333	60000	8	19972.00	0.733333333	37.5	0.133333333	2.4	29.53333	
0.86667	60000	8	20404.74	0.933333333	44.16666667	0	1.766666667	28.93332	
0.96667	20000	4	17152.26	0.866666667	42.66666667	0.133333333	8.266666667	24.80000	
1.00000	20000	4	15280.33	0.866666667	45	0.1	3.766666667	30.19999	
1.00000	20000	6	28864.79	0.8	41.5	0.266666667	8.033333333	27.93333	
0.83333	20000	6	19472.81	0.833333333	43.16666667	0.133333333	6.333333333	31.13333	
1.16667	20000	8	26342.94	0.8	38.16666667	0.233333333	7.233333333	29.46666	
1.06667	20000	8	23236.69	0.8	40	0.1	5.8	31.13333	
1.06667	40000	4	18118.08	0.866666667	45	0.166666667	8.733333333	29.79999	
0.76667	40000	4	15048.76	0.833333333	37.5	0.033333333	2.833333333	29.66666	
0.96667	40000	6	16237.18	0.8	40	0.166666667	6.366666667	30.66666	
1.00000	40000	6	18704.66	0.7	36.16666667	0.266666667	6.666666667	34.73333	
1.10000	40000	8	21745.91	0.666666667	40	0.066666667	7.433333333	30.99999	
0.93333	40000	8	23468.98	0.866666667	43	0	4.533333333	31.79999	
1.13333	60000	4	12444.34	0.933333333	46.5	0.133333333	7.666666667	32.53333	
1.10000	60000	4	14513.22	0.633333333	38.66666667	0.133333333	5.566666667	31.93333	
0.73333	60000	6	16046.08	0.766666667	41.66666667	0.166666667	6.5	30.99999	
0.86667	60000	6	16823.64	0.833333333	42.33333333	0.066666667	6.266666667	31.53332	
0.73333	60000	8	19315.16	0.9	44.66666667	0.166666667	5.466666667	35.66666	
1.10000	60000	8	19727.85	0.7	44.33333333	0.133333333	9.2	27.86666	
1.20000	20000	4	17599.59	0.7	40.16666667	0.2	6.266666667	28.00000	
1.10000	20000	4	13875.33	0.733333333	41.16666667	0.133333333	4.666666667	27.60000	
1.20000	20000	6	29170.71	0.733333333	44.66666667	0.166666667	9.733333333	28.53333	
1.20000	20000	6	20338.08	0.8	41.66666667	0.2	7.7	30.26666	
1.66667	20000	8	24851.02	0.766666667	55	0.7	28.83333333	33.46666	
1.16667	20000	8	24505.67	0.733333333	40	0.2	8.066666667	29.06666	
1.26667	40000	4	13479.19	0.8	42.33333333	0.066666667	3.433333333	26.46666	
1.20000	40000	4	14402.81	0.6	37.16666667	0.266666667	7.966666667	37.06666	
1.16667	40000	6	17908.62	0.6	37.83333333	0.266666667	6.166666667	32.46666	
1.23333	40000	6	16769.24	0.6	41.83333333	0.166666667	6.8	30.46666	
1.66667	40000	8	19865.65	0.933333333	53.33333333	0.566666667	25.26666667	36.33333	
1.33333	40000	8	21236.61	0.7	41.33333333	0.166666667	7.833333333	38.73333	
1.53333	60000	4	13318.59	0.833333333	53.66666667	0.433333333	15	27.06666	
1.30000	60000	4	14119.02	0.833333333	42.83333333	0.133333333	5.566666667	24.26666	
1.33333	60000	6	20116.59	0.666666667	42.16666667	0.166666667	6.7	28.46666	
0.93333	60000	6	18264.55	0.833333333	41.33333333	0.133333333	7.7	26.60000	
0.93333	60000	8	17999.51	0.766666667	41.83333333	0.133333333	8.833333333	30.46666	
1.30000	60000	8	22492.65	0.733333333	42.16666667	0.233333333	7.2	32.06666	
1.23333	20000	4	29918.56	0.833333333	45.83333333	0.333333333	12.33333333	24.59995	
1.06667	20000	4	20086.23	0.766666667	45	0.333333333	12.96666667	24.79993	
1.20000	20000	6	21921.22	0.833333333	45.66666667	0.4	11.43333333	24.99996	
1.13333	20000	6	24927.30	0.933333333	45.83333333	0.366666667	12.4	28.46660	
1.10000	20000	8	19134.78	0.933333333	50.66666667	0.133333333	6.533333333	31.79992	
1.20000	20000	8	27685.84	0.766666667	45.33333333	0.433333333	12.36666667	25.26661	
1.10000	40000	4	12710.39	0.933333333	48.66666667	0.233333333	9.633333333	27.13327	
1.20000	40000	4	19724.11	0.866666667	49.66666667	0.266666667	9.733333333	25.13327	
1.00000	40000	6	17380.45	1.033333333	51.33333333	0.1	3.766666667	29.53323	
0.96667	40000	6	22282.16	0.9	45.83333333	0.233333333	6.066666667	26.13326	
1.13333	40000	8	19881.29	0.966666667	50.16666667	0.3	8.033333333	34.13323	
0.93333	40000	8	25849.25	0.766666667	45.33333333	0.3	10.3	30.13325	
0.93333	60000	4	13375.89	1.066666667	49	0.133333333	9.033333333	28.73324	
1.33333	60000	4	25555.52	0.866666667	48.66666667	0.266666667	11.3	30.93323	
1.20000	60000	6	20304.15	1	59.16666667	0.066666667	9.2	29.46657	
1.06667	60000	6	26305.83	0.866666667	47.33333333	0.233333333	9.766666667	28.79992	
0.90000	60000	8	18983.53	0.633333333	36.66666667	0.166666667	7.066666667	26.86659	
1.20000	60000	8	30170.28	0.966666667	54.5	0.066666667	6.666666667	35.86657	
1.36667	20000	4	15098.20	0.8	50.5	0.633333333	24.03333333	29.93327	
1.20000	20000	4	20297.88	0.9	47.5	0.433333333	19.06666667	25.59994	
1.40000	20000	6	22493.73	0.733333333	45.16666667	0.633333333	18.43333333	32.26659	
